date_id,item_id,master_restaurant_id,time_of_order,time_of_delivery,expected_delivery_time,delivery_time_in_mins,restaurant_id,desc_id,location_id,avg_rating_id,type_id,category_id,cuisine_id,working_hrs,delivery_available,table_booking_available,price,discounts_offered_pct,discounted_price,expected_revenue,customer_id,cust_rating_id,order_status_id,cancellation_id,actual_revenue,operating_cost,gp_margin,total_number_of_reviews,number_of_complaints_received,foot_traffic_in_location,competitors_in_the_area_count,subscription_id,budgetd_rev,budgetd_operating_cost,budgeted_order,budgeted_gp,acquisition_cost,value
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,53.471,40.098389,0.0,13.372611,14.15929204,1.39
20240502,3,90,13:34:34,14:11:34,55,37,90,999,11,1,1,999,999,11:00AM - 11:00PM,NO,YES,538.79,20.92,426.08,426.08,678,4,999,3,0.0,337.24,88.84,41,9,high,11,3,634.17,499.51,510.0,83.53,13.54,232.49
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,13.0,118,99,Medium,9,2,55.4154,39.928254,0.0,15.487146,14.41441441,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,55.4154,43.044155,0.0,12.371245,16.52173913,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,55.4154,43.394147,0.0,12.021253,13.27433628,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,53.9571,43.55456,0.0,10.40254,15.17857143,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,54.4432,43.94344,0.0,10.49976,13.27433628,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,54.9293,39.899088,0.0,15.030212,14.03508772,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,53.9571,43.044155,0.0,10.912945,13.91304348,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.9015,39.690065,0.0,16.211435,14.7826087,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,53.9571,41.546967,0.0,12.410133,18.01801802,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,53.9571,40.808095,0.0,13.149005,14.7826087,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,55.4154,39.388683,0.0,16.026717,14.41441441,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.9015,39.899088,0.0,16.002412,13.15789474,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,55.4154,43.16568,0.0,12.24972,18.01801802,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,55.4154,43.778166,0.0,11.637234,17.54385965,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,55.9015,42.669858,0.0,13.231642,14.9122807,1.39
20240502,6,70,08:41:00,09:29:00,40,48,31,940,1,4,1,6,3,11:00AM - 11:00PM,YES,YES,652.66,11.22,579.43,579.43,756,3,999,5,579.43,439.52,139.91,132,10,high,15,2,629.0,425.38,115.0,203.62,18.59,227.08
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,54.9293,39.549096,0.0,15.380204,14.15929204,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,12.0,118,99,Medium,9,2,55.9015,40.10325,0.0,15.79825,16.36363636,1.39
20240502,6,64,07:57:00,08:41:00,39,44,49,956,16,3,1,2,6,11:00AM - 11:00PM,YES,YES,422.49,18.34,345.01,345.01,860,4,999,5,345.01,259.82,85.19,101,19,medium,25,1,352.33,275.12,131.0,77.21,11.42,125.67
20240502,3,90,02:51:15,03:23:15,26,32,90,999,11,3,1,999,999,11:00AM - 11:00PM,NO,YES,830.42,33.77,549.99,549.99,177,5,998,5,549.99,358.13,191.86,37,50,medium,24,2,688.32,549.87,444.0,238.1,25.25,136.32
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,53.471,39.690065,0.0,13.780935,16.52173913,1.39
20240502,6,61,20:30:00,21:16:00,52,46,54,974,6,6,1,9,7,11:00AM - 11:00PM,YES,YES,984.11,14.04,845.94,845.94,3080,2,999,5,845.94,596.51,249.43,106,11,medium,24,1,912.83,654.3,211.0,258.53,11.56,255.15
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,54.4432,40.098389,0.0,14.344811,17.69911504,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,34.0,15.0,118,99,Medium,9,2,55.4154,38.11024,0.0,17.30516,16.96428571,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,12.0,118,99,Medium,9,2,53.471,40.467825,0.0,13.003175,17.11711712,1.39
20240502,6,72,05:54:00,06:39:00,43,45,49,916,14,7,1,4,10,11:00AM - 11:00PM,YES,YES,881.05,24.93,661.4,661.4,834,5,999,5,661.4,414.66,246.74,186,10,low,12,2,655.08,454.82,291.0,200.26,28.91,335.69
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,11.0,118,99,Medium,9,2,54.9293,43.224012,0.0,11.705288,14.9122807,1.39
20240502,3,89,23:01:03,23:55:03,44,54,89,999,6,7,1,999,999,11:00AM - 11:00PM,YES,YES,276.2,30.79,191.16,191.16,816,1,999,5,191.16,100.98,90.18,136,44,medium,25,1,373.7,437.92,567.0,140.08,14.57,131.42
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,53.471,41.17267,0.0,12.29833,13.63636364,1.39
20240502,3,90,17:53:01,18:30:01,51,37,90,999,11,1,1,999,999,11:00AM - 11:00PM,YES,NO,808.38,22.19,629.0,629.0,1735,3,999,4,0.0,465.45,163.55,242,30,high,16,3,306.48,292.49,583.0,100.43,34.73,135.38
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,12.0,118,99,Medium,9,2,53.471,41.926125,0.0,11.544875,14.7826087,1.39
20240502,3,91,21:36:15,22:08:15,29,32,91,999,1,2,1,999,999,11:00AM - 11:00PM,YES,YES,426.4,9.07,387.73,387.73,1219,2,999,3,0.0,270.53,117.2,229,37,low,21,3,256.74,291.82,311.0,53.09,31.9,130.21
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,13.0,118,99,Medium,9,2,55.4154,41.007396,0.0,14.408004,14.9122807,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,54.9293,44.162185,0.0,10.767115,17.39130435,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,53.9571,43.16568,0.0,10.79142,16.21621622,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.4154,39.344934,0.0,16.070466,14.03508772,1.39
20240502,6,67,21:20:00,22:02:00,34,42,78,918,1,7,1,4,6,11:00AM - 11:00PM,YES,YES,766.23,14.88,652.21,652.21,3216,5,999,5,652.21,407.63,244.58,167,3,high,8,1,696.33,422.37,272.0,273.96,22.94,284.15
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,54.4432,42.295561,0.0,12.147639,17.69911504,1.39
20240502,7,14,05:08:00,05:14:00,45,54,42,991,8,7,2,4,2,11:00AM - 11:00PM,YES,No,201.21,30.61,139.62,139.62,3551,7,999,5,139.62,100.25,39.37,488,18,low,18,2,146.54,102.7,303.0,45.43,13.72,178.99
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,54.9293,42.24209,0.0,12.68721,18.18181818,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,53.471,39.388683,0.0,14.082317,17.11711712,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.4154,40.24908,0.0,15.16632,17.39130435,1.39
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,13.0,118,99,Medium,9,2,53.471,41.007396,0.0,12.463604,14.9122807,1.39
20240502,3,89,03:27:53,03:50:53,33,23,89,999,6,2,1,999,999,11:00AM - 11:00PM,NO,NO,835.44,29.88,585.81,585.81,1768,2,998,1,0.0,339.3,246.51,244,31,medium,5,3,267.89,489.18,626.0,94.26,18.94,153.67
20240502,18,10,23:15:24,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,53.9571,44.7212,0.0,9.2359,15.65217391,1.39
20240503,3,90,13:10:54,13:41:54,29,31,90,999,11,2,1,999,999,11:00AM - 11:00PM,YES,YES,242.47,34.84,157.99,157.99,38,5,998,2,0.0,132.67,25.32,100,48,low,8,2,534.88,231.19,533.0,232.75,6.74,153.55
20240503,3,89,16:26:41,17:26:41,27,60,89,999,6,7,1,999,999,11:00AM - 11:00PM,YES,NO,619.79,23.16,476.25,476.25,280,3,998,5,476.25,379.03,97.22,115,45,high,11,3,340.01,310.17,625.0,88.34,33.31,247.75
20240503,3,89,03:59:27,04:59:27,27,60,89,999,6,4,1,999,999,11:00AM - 11:00PM,YES,NO,861.1,17.26,712.47,712.47,760,1,999,5,712.47,377.9,334.57,235,5,high,10,3,294.61,220.53,471.0,105.22,30.22,192.31
20240503,6,65,11:28:00,12:23:00,59,55,77,963,1,1,1,4,1,11:00AM - 11:00PM,YES,YES,387.95,16.26,324.87,324.87,673,1,999,4,0.0,239.09,85.78,4,13,low,19,2,318.89,252.53,119.0,66.36,15.49,155.92
20240503,6,65,22:02:00,22:37:00,35,35,50,993,1,3,1,8,7,11:00AM - 11:00PM,YES,YES,708.06,15.02,601.71,601.71,755,5,999,5,601.71,445.01,156.7,100,19,medium,16,1,631.07,480.63,145.0,150.44,16.03,180.84
20240503,6,67,05:38:00,06:20:00,34,42,29,946,1,3,1,5,6,11:00AM - 11:00PM,YES,YES,725.96,11.39,643.27,643.27,3278,3,999,5,643.27,406.12,237.15,92,0,medium,20,2,688.1,397.77,184.0,290.33,13.23,250.69
20240503,6,68,08:59:00,09:54:00,45,55,26,938,5,6,1,7,4,11:00AM - 11:00PM,YES,YES,1015.97,17.57,837.46,837.46,3286,4,999,5,837.46,534.73,302.73,16,16,medium,5,2,913.42,511.26,149.0,402.16,24.89,374.49
20240503,3,90,03:49:01,04:43:01,49,54,90,999,11,3,1,999,999,11:00AM - 11:00PM,NO,NO,657.68,7.17,610.52,610.52,990,3,998,5,610.52,419.67,190.85,125,7,low,9,3,586.13,150.55,551.0,246.03,5.33,125.69
20240503,6,64,23:17:00,23:49:00,30,32,45,971,16,2,1,2,9,11:00AM - 11:00PM,YES,YES,595.85,14.67,508.44,508.44,3275,3,999,1,0.0,338.2,170.24,207,17,low,12,1,496.97,345.12,240.0,151.85,16.54,248.1
20240503,3,91,15:31:58,16:25:58,31,54,91,999,1,4,1,999,999,11:00AM - 11:00PM,NO,YES,503.1,3.85,483.73,483.73,530,5,999,5,483.73,349.37,134.36,87,20,low,4,3,472.58,359.68,304.0,85.85,18.99,129.07
20240503,3,91,02:08:18,02:56:18,22,48,91,999,1,7,1,999,999,11:00AM - 11:00PM,YES,NO,827.36,33.08,553.67,553.67,1599,2,998,5,553.67,406.32,147.35,47,45,low,3,1,553.44,317.94,616.0,177.55,42.36,264.3
20240503,6,67,14:51:00,15:39:00,44,48,91,975,1,4,1,7,2,11:00AM - 11:00PM,YES,YES,705.26,21.17,555.96,555.96,623,3,999,5,555.96,366.53,189.43,204,19,medium,16,1,560.45,368.08,257.0,192.37,21.11,242.17
20240503,3,89,00:54:01,01:22:01,57,28,89,999,6,1,1,999,999,11:00AM - 11:00PM,NO,YES,915.31,13.31,793.48,793.48,1233,4,999,3,0.0,635.1,158.38,215,37,high,22,1,803.3,579.24,667.0,222.58,7.71,193.49
20240504,24,36,11:58:12,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,689.0,172.0,5,19,Low,49,3,955.845198,785.3430816,0.0,170.5021164,15.78947368,337.8782
20240504,3,89,18:17:04,19:01:04,50,44,89,999,6,1,1,999,999,11:00AM - 11:00PM,YES,NO,571.09,30.04,399.53,399.53,1451,5,998,3,0.0,284.77,114.76,216,9,high,14,3,553.59,246.7,588.0,186.97,8.07,188.47
20240504,6,67,01:18:00,02:13:00,55,55,86,940,1,3,1,3,8,11:00AM - 11:00PM,YES,YES,675.81,20.35,538.28,538.28,3039,2,999,5,538.28,351.64,186.64,95,8,low,25,1,538.38,372.21,103.0,166.17,26.71,260.5
